call_failure,complains,charge_amount,seconds_of_use,frequency_of_SMS,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn
3,0,2,6900,46,26,5,1,1,174.045,0
0,0,0,743,41,8,4,1,2,121.4,1
0,0,2,453,36,6,5,1,1,60.945,0
25,0,4,16190,32,84,2,2,1,883.53,0
6,0,4,7080,303,37,3,2,1,1500.08,0
2,0,1,3833,34,32,3,1,1,292.84,0
3,0,0,1780,70,24,4,1,2,220.75,0
6,0,1,2895,207,27,2,1,1,1064.43,0
4,0,2,1430,225,15,3,2,1,958.88,0
4,0,1,1683,62,72,5,1,1,118.92,0
11,0,0,815,42,11,3,1,2,201.84,0
0,0,0,940,53,7,4,1,2,156.4,0
10,0,1,1340,51,17,2,1,1,291.51,0
2,0,1,3340,40,27,3,1,1,296.28,0
2,0,1,1810,60,18,3,1,1,313.68,0
16,0,2,6508,117,46,2,2,1,825.975,0
12,0,1,9048,105,44,5,1,1,295.875,0
8,0,4,2968,63,23,3,2,1,372.76,0
2,0,2,4505,247,14,3,1,1,1170.04,0
3,0,2,1603,32,11,3,1,1,193.12,1
8,0,0,4255,0,13,2,1,1,194.4,0
10,0,0,2338,327,20,2,1,1,1579.14,0
10,0,0,4083,0,31,1,1,1,227.865,0
3,0,0,2278,0,29,1,1,1,128.15,0
11,0,0,3660,0,24,2,1,1,168.12,0
4,0,0,2245,253,14,3,1,1,1103.12,0
13,0,1,9000,112,39,3,1,1,812.6,0
7,0,0,13658,0,40,3,1,1,552.84,0
7,0,0,4400,0,21,3,1,1,179.08,0
6,0,0,5803,0,8,2,1,1,265.14,0
9,0,0,2123,0,13,3,1,2,86.84,0
25,0,2,15025,22,28,3,1,1,697.76,0
4,0,0,2980,451,4,3,1,1,1924.04,0
9,0,0,15370,118,26,2,1,1,1230.57,0
3,0,0,6385,154,22,3,1,1,874.6,0
0,0,0,760,0,7,2,1,2,34.56,0
2,0,0,595,0,4,2,1,2,27.135,0
3,0,0,7393,352,39,2,1,1,1922.13,0
7,0,0,11350,0,43,3,1,1,459.92,0
8,0,0,6603,76,33,2,1,1,642.24,0
23,0,0,840,0,13,2,1,2,39.645,1
21,0,7,10320,0,38,4,2,1,260.175,0
13,1,0,5703,0,20,2,1,1,260.775,1
1,0,0,2725,0,10,3,1,1,109.64,0
9,1,0,2875,0,12,2,1,2,130.95,1
9,0,0,2153,2,27,3,1,2,95.64,1
1,0,0,1553,0,2,3,1,1,62.88,0
3,0,0,6670,0,18,4,1,1,169.025,0
0,0,0,513,0,3,4,1,2,12.85,1
25,0,2,15960,0,76,2,1,1,728.64,0
6,0,2,6850,239,29,2,2,1,1388.7,0
2,0,0,3603,0,24,2,1,1,165.555,0
3,0,0,1550,6,16,3,1,2,87.52,0
6,0,0,2665,143,19,2,1,1,765.54,0
4,0,0,1200,161,7,2,2,1,779.85,0
4,0,0,1453,0,64,4,1,1,37.15,0
11,0,0,585,0,3,2,1,2,27.18,0
0,0,0,710,0,1,4,1,2,17.85,0
10,0,0,1110,0,9,2,1,1,51.12,0
2,0,0,3110,0,19,3,1,1,126.6,0
2,0,0,1580,0,10,2,1,1,72.0,0
16,0,0,6278,53,38,1,2,1,644.215,0
12,0,0,8818,41,36,4,1,1,327.075,0
8,0,2,2738,0,15,3,1,1,111.08,0
2,0,0,4275,183,6,3,1,1,904.36,0
3,1,0,1373,0,3,2,1,1,62.37,1
10,0,0,4560,14,20,3,1,1,241.28,0
2,0,0,508,16,7,2,1,2,95.13,0
12,0,0,2643,368,27,3,1,1,1580.16,0
12,0,0,4388,10,38,1,1,1,300.025,0
5,0,0,2583,11,36,1,1,1,205.81,0
13,0,1,3965,41,31,3,1,1,325.92,0
6,0,0,2550,294,21,3,1,1,1279.6,0
15,0,2,9305,153,46,3,1,1,989.08,0
9,0,0,13963,9,47,3,1,1,601.32,0
9,0,1,4705,11,28,3,1,1,235.56,0
8,0,0,6108,16,15,3,1,1,312.16,0
11,1,0,2428,17,20,3,1,2,167.32,0
27,0,3,15330,63,35,3,1,1,874.24,0
6,0,1,3285,492,11,3,1,1,2100.52,0
11,0,0,15675,159,33,2,1,1,1429.11,0
5,0,1,6690,195,29,3,1,1,1051.08,0
2,0,0,1065,9,14,2,1,2,89.1,0
4,0,0,900,22,11,3,1,2,124.6,0
2,0,0,190,9,3,2,1,2,49.095,1
5,0,0,7698,393,46,2,1,1,2120.67,0
9,0,1,11655,20,50,4,1,1,345.25,0
10,0,1,6908,117,40,2,1,1,840.78,0
25,1,0,1145,25,20,2,1,2,166.185,1
23,0,8,10625,10,45,5,1,1,175.785,0
15,0,1,6008,35,27,2,1,1,432.315,1
3,0,0,3030,9,17,3,1,1,158.12,0
11,1,0,3180,18,19,3,1,2,200.88,1
11,1,0,2458,43,34,3,1,2,272.12,1
2,0,0,323,9,5,3,1,2,49.04,1
3,0,0,1858,9,9,3,1,1,111.36,0
5,0,1,6975,23,25,5,1,1,140.595,0
2,0,0,818,18,7,4,1,2,65.65,1
2,0,1,528,13,5,5,1,1,27.495,0
27,0,3,16265,9,83,2,1,1,783.18,0
8,0,3,7155,280,36,2,2,1,1587.24,0
4,0,0,3908,11,31,2,1,1,229.095,0
5,0,0,1855,47,23,3,1,2,264.0,0
8,0,0,2970,184,26,2,1,1,964.08,0
6,1,1,1505,202,14,2,2,1,978.39,1
6,0,0,1758,39,71,4,1,1,142.45,0
13,0,0,890,19,10,2,1,2,126.72,0
2,0,0,1015,30,6,4,1,2,100.65,0
12,0,0,1415,28,16,2,1,1,191.16,0
4,0,0,3415,17,26,3,1,1,207.08,0
4,0,0,1885,37,17,2,1,1,252.54,0
18,0,1,6582,94,45,2,2,1,725.58,0
14,0,0,9122,82,43,4,1,1,437.35,0
10,0,3,3042,40,22,3,1,1,283.52,0
4,0,1,4580,224,13,3,1,1,1080.84,0
5,0,1,1677,9,10,3,1,1,103.88,1
6,0,0,4180,0,14,3,1,1,170.0,0
0,0,0,128,0,1,2,1,2,5.94,0
8,0,0,2263,350,21,3,1,1,1492.88,0
8,0,0,4008,0,32,1,1,1,224.015,0
1,0,0,2203,0,30,1,1,1,124.3,0
9,0,1,3585,23,25,3,1,1,238.64,0
2,0,0,2170,276,15,3,1,1,1192.32,0
11,0,2,8925,135,40,3,1,1,901.8,0
5,0,0,13583,0,41,3,1,1,550.04,0
5,0,1,4325,0,22,3,1,1,176.28,0
4,0,0,5728,0,9,3,1,1,232.88,0
7,0,0,2048,0,14,3,1,2,84.04,0
23,0,3,14950,45,29,3,1,1,786.96,0
2,0,1,2905,474,5,3,1,1,2013.24,0
7,0,0,15295,141,27,2,1,1,1330.92,0
1,0,1,6310,177,23,3,1,1,963.8,0
0,0,0,685,0,8,2,1,2,31.41,0
0,0,0,520,4,5,3,1,2,37.32,0
1,0,0,7318,375,40,2,1,1,2022.48,0
5,0,1,11275,2,44,4,1,1,290.7,0
6,0,1,6528,99,34,2,1,1,742.59,0
21,0,0,765,7,14,2,1,2,67.995,1
19,0,8,10245,0,39,5,2,1,155.055,0
11,0,1,5628,17,21,2,1,1,334.125,1
0,0,0,2650,0,11,3,1,1,106.84,0
7,1,0,2800,0,13,3,1,2,113.6,1
7,0,0,2078,25,28,3,1,2,184.84,1
0,0,0,1478,0,3,3,1,1,60.08,0
1,0,1,6595,5,19,5,1,1,107.865,0
0,0,0,438,0,1,4,1,2,11.1,1
23,0,3,15885,0,77,2,1,1,725.49,0
4,0,3,6775,262,30,2,2,1,1489.05,0
0,0,0,3528,0,25,2,1,1,162.405,0
1,0,0,1475,29,17,3,1,2,176.72,0
4,0,0,2590,166,20,2,1,1,865.89,0
2,0,1,1125,184,8,2,2,1,880.2,0
2,0,0,1378,21,65,4,1,1,87.9,0
9,0,0,510,1,4,2,1,2,28.53,0
0,0,0,635,12,1,4,1,2,46.1,0
8,0,0,1035,10,10,2,1,1,92.97,0
0,0,0,3035,0,20,3,1,1,123.8,0
0,0,0,1505,19,11,2,1,1,154.35,0
14,0,1,6202,76,39,2,2,1,627.39,0
10,0,0,8742,64,37,4,1,1,382.8,0
6,0,3,2662,22,16,3,1,1,196.24,0
0,0,1,4200,206,7,3,1,1,993.56,0
1,0,1,1297,0,4,3,1,1,52.6,1
6,0,0,4370,0,16,2,1,1,199.575,0
0,0,0,318,0,3,2,1,2,14.49,0
8,0,0,2453,351,23,2,1,1,1692.315,0
8,0,0,4198,0,34,1,1,1,234.19,0
1,0,0,2393,0,32,1,1,1,134.475,0
9,0,0,3775,24,27,2,1,1,281.295,0
2,0,0,2360,277,17,3,1,1,1203.72,0
11,0,1,9115,136,42,3,1,1,913.2,0
5,0,0,13773,0,43,3,1,1,557.44,0
5,0,0,4515,0,24,3,1,1,183.68,0
4,0,0,5918,0,11,2,1,1,270.315,0
7,1,0,2238,0,16,3,1,2,91.44,0
23,0,2,15140,46,31,3,1,1,798.36,0
2,0,0,3095,475,7,3,1,1,2024.64,0
7,0,0,15485,142,29,2,1,1,1343.745,0
1,0,0,6500,178,25,3,1,1,975.2,0
0,0,0,875,0,10,2,1,2,39.735,0
0,0,0,710,5,7,2,1,2,54.81,0
1,0,0,7508,376,42,2,1,1,2035.305,0
5,0,0,11465,3,46,3,1,1,476.52,0
6,0,0,6718,100,36,2,1,1,755.415,0
21,1,0,955,8,16,2,1,2,80.82,1
19,0,7,10435,0,41,4,1,1,263.05,0
11,0,0,5818,18,23,2,1,1,346.95,1
0,0,0,2840,0,13,3,1,1,114.24,0
7,1,0,2990,1,15,2,1,2,140.625,1
7,1,0,2268,26,30,3,1,2,196.24,1
0,0,0,1668,0,5,3,1,1,67.48,0
1,0,0,6785,6,21,4,1,1,186.9,0
0,0,0,628,1,3,4,1,2,18.225,1
0,0,0,338,0,1,4,1,1,8.575,0
23,0,2,16075,0,79,2,1,1,733.815,0
4,0,2,6965,263,32,2,2,1,1501.875,0
0,0,0,3718,0,27,2,1,1,170.73,0
1,0,0,1665,30,19,3,1,2,188.12,0
4,0,0,2780,167,22,2,1,1,878.715,0
2,0,0,1315,185,10,2,2,1,893.025,0
2,0,0,1568,22,67,4,1,1,95.025,0
9,0,0,700,2,6,2,1,2,41.355,0
0,0,0,825,13,2,4,1,2,53.225,0
8,0,0,1225,11,12,2,1,1,105.795,0
0,0,0,3225,0,22,3,1,1,131.2,0
0,0,0,1695,20,13,2,1,1,167.175,0
14,0,0,6392,77,41,1,2,1,782.485,0
10,0,0,8932,65,39,4,1,1,389.925,0
6,0,2,2852,23,18,3,1,1,207.64,0
0,0,0,4390,207,9,3,1,1,1004.96,0
1,0,0,1487,0,6,2,1,1,67.5,1
10,0,1,4370,13,18,3,1,1,229.88,0
2,0,0,318,15,5,3,1,2,73.16,0
12,0,1,2453,367,25,3,1,1,1568.76,0
12,0,1,4198,9,36,1,1,1,284.35,0
5,0,1,2393,10,34,2,1,1,155.565,0
13,0,2,3775,40,29,3,1,1,314.52,0
6,0,1,2360,293,19,4,1,1,792.625,0
15,0,3,9115,152,44,3,1,1,977.68,0
9,0,1,13773,8,45,3,1,1,589.92,0
9,0,2,4515,10,26,3,1,1,224.16,0
8,0,1,5918,15,13,3,1,1,300.76,0
11,1,0,2238,16,18,3,1,2,155.92,0
27,0,4,15140,62,33,3,1,1,862.84,0
6,0,2,3095,491,9,4,1,1,1305.7,0
11,0,1,15485,158,31,2,1,1,1416.285,0
5,0,2,6500,194,27,3,1,1,1039.68,0
2,0,0,875,8,12,2,1,2,76.275,0
4,0,0,710,21,9,3,1,2,113.2,0
0,0,0,0,8,0,2,1,2,36.0,1
5,0,1,7508,392,44,3,1,1,1873.64,0
9,0,2,11465,19,48,4,1,1,338.125,0
10,0,2,6718,116,38,2,1,1,827.955,0
25,1,0,955,24,18,3,1,2,136.32,1
23,0,9,10435,9,43,5,2,1,171.51,0
15,0,2,5818,34,25,3,1,1,372.88,0
3,0,1,2840,8,15,3,1,1,146.72,0
11,0,0,2990,17,17,3,1,2,189.48,1
11,1,0,2268,42,32,4,1,2,162.95,1
2,0,0,133,8,3,3,1,2,37.64,1
3,0,1,1668,8,7,4,1,1,62.475,0
5,0,2,6785,22,23,5,1,1,136.32,0
2,0,0,628,17,5,4,1,2,58.525,1
2,0,2,338,12,3,5,1,1,23.22,0
27,0,4,16075,8,81,2,1,1,770.355,0
8,0,4,6965,279,34,3,2,1,1399.48,0
4,0,1,3718,10,29,3,1,1,192.24,0
5,0,0,1665,46,21,4,1,2,157.875,0
8,0,1,2780,183,24,2,1,1,951.255,0
6,1,2,1315,201,12,3,2,1,858.28,1
6,0,1,1568,38,69,5,1,1,81.195,0
13,0,0,700,18,8,3,1,2,101.24,0
2,0,0,825,29,4,4,1,2,93.525,0
12,0,1,1225,27,14,2,1,1,178.335,0
4,0,1,3225,16,24,3,1,1,195.68,0
4,0,1,1695,36,15,3,1,1,213.08,0
18,0,2,6392,93,43,2,2,1,712.755,0
14,0,1,8932,81,41,5,1,1,258.135,0
10,0,4,2852,39,20,3,1,1,272.12,0
4,0,2,4390,223,11,3,1,1,1069.44,0
5,1,2,1487,8,8,3,1,1,92.48,1
14,0,1,5080,30,17,3,1,1,326.48,0
6,0,0,1028,15,4,3,1,2,101.76,0
16,0,1,3163,367,24,3,1,1,1597.36,0
16,0,1,4908,9,35,1,1,1,323.675,0
9,0,1,3103,10,33,2,1,1,187.74,0
17,0,2,4485,40,28,3,1,1,343.12,0
10,0,1,3070,293,18,3,1,1,1296.8,0
19,0,3,9825,152,43,3,1,1,1006.28,0
13,0,1,14483,8,44,3,1,1,618.52,0
13,0,2,5225,10,25,3,1,1,252.76,0
12,0,1,6628,15,12,3,1,1,329.36,0
15,0,0,2948,16,17,3,1,2,184.52,0
31,1,4,15850,62,32,3,1,1,891.44,0
10,0,2,3805,491,8,3,1,1,2117.72,0
15,0,1,16195,158,30,2,1,1,1448.46,0
9,0,2,7210,194,26,3,1,1,1068.28,0
6,0,0,1585,8,11,2,1,2,108.45,0
8,0,0,1420,21,8,3,1,2,141.8,0
6,0,0,710,8,2,2,1,2,68.445,1
9,0,1,8218,392,43,3,1,1,1902.24,0
13,0,2,12175,19,47,4,1,1,356.0,0
14,0,2,7428,116,37,2,1,1,860.13,0
29,1,0,1665,24,17,3,1,2,164.92,1
27,0,9,11145,9,42,5,2,1,182.235,0
19,0,2,6528,34,24,2,1,1,451.665,0
7,0,1,3550,8,14,3,1,1,175.32,0
15,1,0,3700,17,16,3,1,2,218.08,1
15,1,0,2978,42,31,3,1,2,289.32,1
6,0,0,843,8,2,3,1,2,66.24,1
7,0,1,2378,8,6,4,1,1,80.35,0
9,0,2,7495,22,22,5,1,1,147.045,0
6,1,0,1338,17,4,4,1,2,76.4,1
6,0,2,1048,12,2,5,1,1,33.945,0
31,1,4,16785,8,80,2,1,1,802.53,0
12,1,4,7675,279,33,3,2,1,1428.08,0
8,0,1,4428,10,28,3,1,1,220.84,0
9,0,0,2375,46,20,3,1,2,281.2,0
12,0,1,3490,183,23,2,1,1,983.43,0
10,0,2,2025,201,11,3,2,1,886.88,0
10,0,1,2278,38,68,4,1,1,153.2,0
17,0,0,1410,18,7,3,1,2,129.84,0
6,0,0,1535,29,3,4,1,2,111.4,0
16,0,1,1935,27,13,2,1,1,210.51,0
8,0,1,3935,16,23,3,1,1,224.28,0
8,0,1,2405,36,14,2,1,1,271.89,0
22,0,2,7102,93,42,2,2,1,744.93,0
18,0,1,9642,81,40,5,1,1,268.86,0
14,0,4,3562,39,19,3,2,1,300.72,0
8,0,2,5100,223,10,3,1,1,1098.04,0
9,0,2,2197,8,7,3,1,1,121.08,1
2,0,0,3660,0,17,2,1,1,167.4,0
4,0,0,1743,334,24,2,1,1,1583.64,0
4,0,0,3488,0,35,1,1,1,194.865,0
0,0,0,1683,0,33,1,1,1,95.15,0
5,0,0,3065,7,28,3,1,1,153.44,0
0,0,0,1650,260,18,3,1,1,1107.12,0
7,0,1,8405,119,43,3,1,1,816.6,0
1,0,0,13063,0,44,3,1,1,528.84,0
1,0,0,3805,0,25,3,1,1,155.08,0
0,0,0,5208,0,12,2,1,1,238.14,0
3,0,0,1528,0,17,3,1,2,62.84,0
19,0,2,14430,29,32,3,1,1,701.76,0
0,0,0,2385,458,8,3,1,1,1928.04,0
3,0,0,14775,125,30,2,1,1,1235.07,0
0,0,0,5790,161,26,3,1,1,878.6,0
0,0,0,165,0,11,2,1,2,7.56,0
0,0,0,6798,359,43,2,1,1,1926.63,0
1,0,0,10755,0,47,3,1,1,435.92,0
2,0,0,6008,83,37,2,1,1,646.74,0
17,0,0,245,0,17,2,1,2,12.645,1
15,0,7,9725,0,42,4,1,1,245.175,0
7,0,0,5108,1,24,2,1,1,238.275,1
0,0,0,2130,0,14,3,1,1,85.64,0
3,1,0,2280,0,16,2,1,2,103.95,1
3,0,0,1558,9,31,3,1,2,99.64,1
0,0,0,958,0,6,3,1,1,38.88,0
0,0,0,6075,0,22,4,1,1,154.025,0
19,0,2,15365,0,80,2,1,1,701.64,0
0,0,2,6255,246,33,2,2,1,1393.2,0
0,0,0,3008,0,28,2,1,1,138.555,0
0,0,0,955,13,20,3,1,2,91.52,0
0,0,0,2070,150,23,2,1,1,770.04,0
0,0,0,605,168,11,2,2,1,784.35,0
0,0,0,858,5,68,4,1,1,34.65,0
4,0,0,515,0,13,2,1,1,24.12,0
0,0,0,2515,0,23,3,1,1,102.6,0
0,0,0,985,3,14,2,1,1,58.5,0
10,0,0,5682,60,42,1,2,1,649.66,0
6,0,0,8222,48,40,4,1,1,329.55,0
2,0,2,2142,6,19,3,1,1,111.04,0
0,0,0,3680,190,10,3,1,1,908.36,0
0,0,0,777,0,7,3,1,1,31.4,1
9,1,0,2238,8,17,3,1,2,123.68,0
0,0,0,875,0,11,2,1,2,40.005,0
23,0,0,955,16,17,2,1,2,117.09,1
21,1,8,10435,1,42,5,1,1,159.42,0
13,0,1,5818,26,24,2,1,1,383.22,1
9,1,0,2990,9,16,3,1,2,157.24,1
9,0,0,2268,34,31,3,1,2,228.48,1
0,0,0,628,9,4,4,1,2,38.375,1
25,0,3,16075,0,80,2,1,1,734.085,0
4,1,1,1315,193,11,2,2,1,929.295,1
0,0,0,825,21,3,4,1,2,73.375,0
16,0,1,6392,85,42,2,2,1,676.485,0
12,0,0,8932,73,40,4,1,1,410.075,0
8,0,3,2852,31,19,3,1,1,239.88,0
3,0,1,1487,0,7,3,1,1,60.24,1
21,0,8,10435,1,42,5,1,1,159.42,0
25,1,3,16075,0,80,2,1,1,734.085,0
3,1,1,1487,0,7,3,1,1,60.24,1
3,0,0,4065,0,15,2,1,1,185.85,0
5,0,0,2148,352,22,2,1,1,1683.09,0
5,0,0,3893,0,33,1,1,1,217.415,0
0,0,0,2088,0,31,1,1,1,117.7,0
6,0,0,3470,25,26,2,1,1,272.07,0
0,0,0,2055,278,16,3,1,1,1195.52,0
8,0,1,8810,137,41,3,1,1,905.0,0
2,0,0,13468,0,42,3,1,1,545.24,0
2,0,0,4210,0,23,3,1,1,171.48,0
1,0,0,5613,0,10,2,1,1,256.59,0
4,0,0,1933,1,15,3,1,2,83.24,0
20,0,2,14835,47,30,3,1,1,790.16,0
0,0,0,2790,476,6,3,1,1,2016.44,0
4,0,0,15180,143,28,2,1,1,1334.52,0
0,0,0,6195,179,24,3,1,1,967.0,0
0,0,0,570,0,9,2,1,2,26.01,0
0,0,0,405,6,6,2,1,2,45.585,0
0,0,0,7203,377,41,2,1,1,2026.08,0
2,0,0,11160,4,45,3,1,1,468.32,0
3,0,0,6413,101,35,2,1,1,746.19,0
18,0,0,650,9,15,2,1,2,71.595,1
16,0,7,10130,0,40,4,1,1,255.425,0
8,1,0,5513,19,22,2,1,1,337.725,1
0,0,0,2535,0,12,3,1,1,102.04,0
4,0,0,2685,2,14,2,1,2,131.4,1
4,0,0,1963,27,29,3,1,2,188.04,1
0,0,0,1363,0,4,3,1,1,55.28,0
0,0,0,6480,7,20,4,1,1,181.775,0
0,0,0,323,2,2,4,1,2,13.1,1
20,0,2,15770,0,78,2,1,1,720.09,0
1,0,2,6660,264,31,2,2,1,1492.65,0
0,0,0,3413,0,26,2,1,1,157.005,0
0,0,0,1360,31,18,3,1,2,179.92,0
1,0,0,2475,168,21,2,1,1,869.49,0
0,1,0,1010,186,9,2,2,1,883.8,1
0,0,0,1263,23,66,4,1,1,89.9,0
6,0,0,395,3,5,2,1,2,32.13,0
0,0,0,520,14,1,4,1,2,48.1,0
5,0,0,920,12,11,2,1,1,96.57,0
0,0,0,2920,1,21,3,1,1,123.0,0
0,0,0,1390,21,12,2,1,1,157.95,0
11,0,0,6088,78,40,1,2,1,771.265,0
7,0,0,8628,66,38,4,1,1,384.825,0
3,0,2,2548,24,17,3,1,1,199.48,0
0,0,0,4085,208,8,3,1,1,996.76,0
0,1,0,1183,0,5,2,1,2,53.82,1
6,0,0,4125,3,17,2,1,1,202.185,0
0,0,0,73,5,4,2,1,1,25.875,0
8,0,0,2208,357,24,2,1,1,1708.425,0
8,0,0,3953,0,35,1,1,1,220.88,0
1,0,0,2148,0,33,1,1,1,121.165,0
9,0,1,3530,30,28,3,1,1,264.36,0
2,0,0,2115,283,18,3,1,1,1218.04,0
11,0,2,8870,142,43,3,1,1,927.52,0
5,0,0,13528,0,44,3,1,1,547.76,0
5,0,1,4270,0,25,3,1,1,174.0,0
4,0,0,5673,5,12,2,1,1,281.925,0
7,0,0,1993,6,17,3,1,1,105.76,0
23,0,3,14895,52,32,3,1,1,812.68,0
2,0,1,2850,481,8,3,1,1,2038.96,0
7,0,0,15240,148,30,2,1,1,1359.855,0
1,0,1,6255,184,26,3,1,1,989.52,0
0,0,0,630,0,11,2,1,1,28.845,0
0,0,0,465,11,8,2,1,1,70.92,0
1,0,0,7263,382,43,2,1,1,2051.415,0
5,0,1,11220,9,47,3,1,1,490.84,0
6,0,1,6473,106,37,2,1,1,771.525,0
21,1,0,710,14,17,2,1,1,96.93,1
19,0,8,10190,0,42,4,1,1,257.0,0
11,1,1,5573,24,24,2,1,1,363.06,1
0,0,0,2595,0,14,3,1,1,104.56,0
7,0,0,2745,7,16,3,1,1,139.32,1
7,1,0,2023,32,31,3,1,1,210.56,1
0,0,0,1423,0,6,3,1,1,57.8,0
1,0,1,6540,12,22,4,1,1,195.85,0
0,0,0,383,7,4,4,1,1,27.175,1
0,0,1,93,2,2,5,1,1,4.41,0
23,0,3,15830,0,80,2,1,1,722.925,0
4,0,3,6720,269,33,2,2,1,1517.985,0
0,0,0,3473,0,28,2,1,1,159.84,0
1,0,0,1420,36,20,3,1,1,202.44,0
4,0,0,2535,173,23,2,1,1,894.825,0
2,1,1,1070,191,11,2,2,1,909.135,0
2,0,0,1323,28,68,4,1,1,103.975,0
9,0,0,455,8,7,2,1,1,57.465,0
0,0,0,580,19,3,4,1,1,62.175,0
8,0,0,980,17,13,2,1,1,121.905,0
0,0,0,2980,6,23,3,1,1,145.52,0
0,0,0,1450,26,14,2,1,1,183.285,0
14,1,1,6148,83,42,1,2,1,802.23,0
10,0,0,8688,71,40,4,1,1,398.9,0
6,0,3,2608,29,19,3,1,1,222.0,0
0,0,1,4145,213,10,3,1,1,1019.28,0
1,1,1,1243,0,7,3,1,1,50.36,1
0,0,0,4005,0,13,2,1,1,183.015,0
2,0,0,2088,347,20,2,1,1,1657.755,0
2,0,0,3833,0,31,2,1,1,175.05,0
0,0,0,2028,0,29,1,1,1,114.235,0
3,0,0,3410,20,24,2,1,1,246.735,0
0,0,0,1995,273,14,3,1,1,1173.0,0
5,0,0,8750,132,39,3,1,1,882.48,0
0,0,0,13408,0,40,3,1,1,542.72,0
0,0,0,4150,0,21,3,1,1,168.96,0
0,0,0,5553,0,8,2,1,1,253.755,0
1,0,0,1873,0,13,3,1,2,76.72,0
17,0,1,14775,42,28,2,1,1,863.595,0
0,0,0,2730,471,4,3,1,1,1993.92,0
1,0,0,15120,138,26,2,1,1,1309.185,0
0,0,0,6135,174,22,3,1,1,944.48,0
0,0,0,510,0,7,2,1,2,23.175,0
0,0,0,345,1,4,2,1,2,20.25,0
0,0,0,7143,372,39,2,1,1,2000.745,0
0,0,0,11100,0,43,3,1,1,449.8,0
0,0,0,6353,96,33,2,1,1,720.855,0
15,0,0,590,4,13,2,1,2,46.26,1
13,0,6,10070,0,38,4,1,1,253.85,0
5,1,0,5453,14,20,2,1,1,312.39,1
0,0,0,2475,0,10,3,1,1,99.52,0
1,1,0,2625,0,12,2,1,2,119.565,1
1,0,0,1903,22,27,3,1,2,165.52,1
0,0,0,1303,0,2,3,1,1,52.76,0
0,0,0,6420,2,18,4,1,1,167.7,0
0,0,0,263,0,1,3,1,2,10.56,1
17,0,1,15710,0,76,2,1,1,717.255,0
0,0,1,6600,259,29,2,2,1,1467.315,0
0,0,0,3353,0,24,2,1,1,154.17,0
0,0,0,1300,26,16,3,1,2,157.4,0
0,0,0,2415,163,19,2,1,1,844.155,0
0,0,0,950,181,7,2,2,1,858.465,0
0,0,0,1203,18,64,4,1,1,75.825,0
3,0,0,335,0,3,2,1,2,15.795,0
0,0,0,0,9,0,4,1,2,22.5,0
2,0,0,860,7,9,2,1,1,71.235,0
0,0,0,2860,0,19,3,1,1,116.48,0
0,0,0,1330,16,10,2,1,1,132.615,0
8,0,0,6028,73,38,1,2,1,740.3,0
4,0,0,8568,61,36,4,1,1,370.75,0
0,0,1,2488,19,15,3,1,1,176.96,0
0,0,0,4025,203,6,3,1,1,974.24,0
0,1,0,1123,0,3,2,1,2,50.985,1
4,0,0,4145,8,19,2,1,1,225.54,0
0,0,0,93,10,6,2,1,2,49.23,0
6,0,0,2228,362,26,2,1,1,1731.78,0
6,0,0,3973,4,37,2,1,1,199.575,0
0,0,0,2168,5,35,1,1,1,149.71,0
7,0,1,3550,35,30,3,1,1,285.12,0
0,0,0,2135,288,20,3,1,1,1238.8,0
9,0,2,8890,147,45,3,1,1,948.28,0
3,0,0,13548,3,46,3,1,1,560.52,0
3,0,1,4290,5,27,3,1,1,194.76,0
2,0,0,5693,10,14,2,1,1,305.28,0
5,0,0,2013,11,19,3,1,2,126.52,0
21,0,3,14915,57,34,3,1,1,833.44,0
0,0,1,2870,486,10,3,1,1,2059.72,0
5,0,0,15260,153,32,2,1,1,1383.21,0
0,0,1,6275,189,28,3,1,1,1010.28,0
0,0,0,650,3,13,2,1,2,43.2,0
0,0,0,485,16,10,2,1,2,94.275,0
0,0,0,0,3,0,2,1,2,13.5,1
0,0,0,7283,387,45,2,1,1,2074.77,0
3,0,1,11240,14,49,3,1,1,511.6,0
4,0,1,6493,111,39,2,1,1,794.88,0
19,0,0,730,19,19,2,1,2,120.285,1
17,0,8,10210,4,44,4,2,1,267.475,0
9,0,1,5593,29,26,2,1,1,386.415,1
0,0,0,2615,3,16,3,1,1,117.32,0
5,1,0,2765,12,18,2,1,2,180.09,1
5,0,0,2043,37,33,3,1,2,231.32,1
0,0,0,0,3,0,3,1,2,12.0,1
0,0,0,1443,3,8,3,1,1,70.56,0
0,0,1,6560,17,24,4,1,1,208.825,0
0,1,0,403,12,6,4,1,2,40.15,1
0,0,1,0,7,0,5,1,1,10.5,0
21,0,3,15850,3,82,2,1,1,737.28,0
2,0,3,6740,274,35,2,2,1,1541.34,0
0,0,0,3493,5,30,2,1,1,183.195,0
0,0,0,1440,41,22,3,1,2,223.2,0
2,0,0,2555,178,25,2,1,1,918.18,0
0,0,1,1090,196,13,2,2,1,932.49,0
0,0,0,1343,33,70,4,1,1,116.95,0
7,0,0,475,13,9,2,1,2,80.82,0
0,0,0,600,24,5,4,1,2,75.15,0
6,0,0,1000,22,15,2,1,1,145.26,0
0,0,0,3000,11,25,3,1,1,166.28,0
0,0,0,1470,31,16,2,1,1,206.64,0
12,0,1,6168,88,44,1,2,1,830.775,0
8,0,0,8708,76,42,4,1,1,411.875,0
