call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_SMS,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,predicted_clv
4,0,35,0,5738,0,7,3,1,1,233.0,0,198.4951382805253
7,0,35,0,2058,0,12,3,1,2,84.16,0,75.29540404516479
23,0,35,3,14960,43,27,3,1,1,779.08,0,804.3233898355255
2,0,35,1,2915,472,3,3,1,1,2005.36,0,2128.201023163734
7,0,34,0,15305,139,25,2,1,1,1322.055,0,1435.6961046226686
1,0,34,1,6320,175,21,3,1,1,955.92,0,1017.2583805961297
0,0,34,0,695,0,6,2,1,2,31.545,0,33.78470921385873
0,0,35,0,530,2,3,3,1,2,29.44,0,35.93145030766244
1,0,34,0,7328,373,38,2,1,1,2013.615,0,2127.1199914245904
5,0,34,1,11285,0,42,4,1,1,285.775,0,311.78636778095074
6,0,34,1,6538,97,32,2,1,1,733.725,0,763.5634854924201
21,1,30,0,775,5,12,2,1,2,59.13,1,65.5002510347492
19,0,33,8,10255,0,37,5,1,1,155.1,0,153.33983518422656
11,1,33,1,5638,15,19,2,1,1,325.26,1,318.2761130427153
0,0,31,0,2660,0,9,3,1,1,106.96,0,102.36021795999311
7,0,32,0,2810,0,11,3,1,2,113.72,1,107.15025699999167
7,1,33,0,2088,23,26,3,1,2,176.96,1,150.71371840462794
0,0,33,0,1488,0,1,3,1,1,60.2,0,70.33733994364512
1,0,30,1,6605,3,17,5,1,1,104.91,0,90.73191441230563
23,0,28,3,15895,0,75,2,1,1,725.625,0,782.5147513224947
4,0,31,3,6785,260,28,2,2,1,1480.185,0,1609.2966126713252
0,0,33,0,3538,0,23,2,1,1,162.54,0,162.87715142131032
1,0,32,0,1485,27,15,3,1,2,168.84,0,152.4201452329913
4,0,33,0,2600,164,18,2,1,1,857.025,0,713.4997344802503
2,0,24,1,1135,182,6,2,2,1,871.335,0,727.6272994190805
2,0,23,0,1388,19,63,4,1,1,82.975,0,76.75292984725515
9,0,24,0,520,0,2,2,1,2,24.165,0,34.99403492581053
0,0,23,0,0,10,0,4,1,2,25.0,0,24.06628169793534
8,0,22,0,1045,8,8,2,1,1,84.105,0,95.75188862877287
0,0,22,0,3045,0,18,3,1,1,123.92,0,123.85865368643312
0,0,15,0,1515,17,9,2,1,1,145.485,0,104.63796336070165
14,0,14,1,6213,74,37,2,2,1,618.57,0,744.5653928942797
10,0,12,0,8753,62,35,4,1,1,377.9,0,362.95674851703006
6,0,13,3,2673,20,14,3,1,1,188.4,0,149.89897945597357
0,0,6,1,4210,204,5,3,1,1,985.68,0,931.3127834309553
1,0,6,1,1308,0,2,3,1,1,52.76,1,68.53582155859436
12,0,38,2,4970,26,32,3,1,1,306.04,0,320.0379356441713
4,0,39,0,918,28,19,3,1,2,149.32,0,122.86359726846896
14,0,37,2,3053,380,39,3,1,1,1644.92,0,1845.0694537401378
14,0,38,2,4798,22,50,1,1,1,389.07,0,414.6821424591474
7,0,38,2,2993,23,48,2,1,1,241.245,0,281.70278422148186
15,0,38,3,4375,53,43,3,1,1,390.68,0,448.8181261360731
8,0,38,2,2960,306,33,3,1,1,1344.36,0,1746.843657324154
17,0,37,4,9715,165,58,3,2,1,1053.84,0,965.9288705741986
11,0,38,2,14373,21,59,3,1,1,666.08,0,645.591962136428
11,0,38,3,5115,23,40,3,1,1,300.32,0,349.07834894350884
10,0,38,2,6518,28,27,3,1,1,376.92,0,375.19561860448977
13,0,38,0,2838,29,32,3,1,2,232.08,0,282.81276549309166
29,0,38,5,15740,75,47,3,1,1,939.0,0,782.9273667963026
8,0,38,3,3695,504,23,3,1,1,2165.28,0,1960.1412108838072
13,0,37,2,16085,171,45,2,1,1,1501.965,0,1123.248531173079
7,0,37,3,7100,207,41,3,1,1,1115.84,0,1410.0020375731476
4,0,37,0,1475,21,26,2,1,2,161.955,0,122.63444434283474
6,0,38,0,1310,34,23,3,1,2,189.36,0,182.5807312411461
4,0,37,0,600,21,15,2,1,2,121.95,1,78.53416991743295
7,0,37,2,8108,405,58,3,1,1,1949.8,0,1442.4078974341896
11,0,37,3,12065,32,62,4,1,1,385.725,0,380.29012420803474
12,0,37,3,7318,129,52,2,1,1,913.635,0,1119.7713709712737
27,1,33,0,1555,37,32,3,1,2,212.48,1,167.89889386638603
25,0,36,10,11035,22,57,5,2,1,200.07,0,193.84347656949106
17,0,36,3,6418,47,39,2,1,1,505.17,0,551.1635799735467
5,0,34,2,3440,21,29,3,1,1,222.88,0,217.06834564779246
13,1,35,0,3590,30,31,3,1,2,265.64,1,341.1977768234169
13,1,36,0,2868,55,46,3,1,2,336.88,1,467.60909922223317
4,0,36,0,733,21,17,3,1,2,113.8,1,86.7818772461854
5,0,36,2,2268,21,21,4,1,1,110.075,0,98.14070524821753
7,0,33,3,7385,35,37,5,1,1,164.88,0,186.09431557396664
4,0,36,0,1228,30,19,4,1,2,106.125,1,83.76516479175855
4,0,36,3,938,25,17,5,1,1,51.78,0,40.7994009038495
29,0,31,5,16675,21,95,2,1,1,856.035,0,745.8919549465386
10,0,34,5,7565,292,48,2,2,1,1660.095,0,1419.0777961945846
6,0,36,2,4318,23,43,3,1,1,268.4,0,304.8953275403849
7,1,35,0,2265,59,35,3,1,2,328.76,1,506.4769946291614
10,0,36,2,3380,196,38,2,1,1,1036.935,0,1144.838095868177
8,0,27,3,1915,214,26,2,2,1,1051.245,0,1019.9275650013943
8,0,26,2,2168,51,83,4,1,1,182.925,0,165.0412503490071
15,0,27,0,1300,31,22,3,1,2,177.4,0,164.09901003669486
4,0,26,0,1425,42,18,4,1,2,141.125,0,144.49965006398122
14,0,25,2,1825,40,28,2,1,1,264.015,0,224.7339363926851
6,0,25,2,3825,29,38,3,1,1,271.84,0,285.0185895481997
6,0,18,2,2295,49,29,2,1,1,325.395,0,246.8105708281444
20,0,17,3,6993,106,57,2,2,1,798.48,0,901.4552390374621
16,0,15,2,9533,94,55,5,1,1,286.71,0,327.3512025245261
12,0,16,5,3453,52,34,3,1,1,348.32,0,351.49391822031635
6,0,9,3,4990,236,25,3,1,1,1145.6,0,1378.9174073342185
7,1,9,3,2088,21,22,3,1,1,168.68,1,161.9174461918774
4,0,38,0,3770,0,2,2,1,1,172.395,0,141.8850062437076
6,0,37,0,1853,338,9,2,1,1,1606.635,0,1708.5465275701936
6,0,38,0,3598,0,20,1,1,1,200.97,0,184.6410796588341
0,0,38,0,1793,0,18,1,1,1,101.255,0,95.16502958674033
7,0,38,0,3175,11,13,3,1,1,173.88,0,151.6184802446253
0,0,38,0,1760,264,3,3,1,1,1127.56,0,1072.9252793302435
9,0,37,0,8515,123,28,3,1,1,837.04,0,848.4023680992024
3,0,38,0,13173,0,29,3,1,1,533.28,0,528.6046833106438
3,0,38,0,3915,0,10,3,1,1,159.52,0,141.41982525694556
2,0,38,0,5318,0,15,2,1,1,243.135,0,218.94313858418704
5,0,38,0,1638,0,2,3,1,2,67.28,0,60.95077328252737
21,0,38,1,14540,33,17,3,1,1,722.2,0,851.3110567421077
0,0,38,0,2495,462,7,3,1,1,1948.48,0,2129.304410115237
5,0,37,0,14885,129,15,2,1,1,1258.065,0,1445.7709477869043
0,0,37,0,5900,165,11,3,1,1,899.04,0,865.8856531979816
0,0,37,0,275,0,1,2,1,2,12.555,0,26.312597116576697
0,0,38,0,110,0,1,2,1,2,5.13,0,24.080036074644237
0,0,37,0,6908,363,28,2,1,1,1949.625,0,2208.1736826540296
3,0,37,0,10865,0,32,3,1,1,440.36,0,445.2807064140647
4,0,37,0,6118,87,22,2,1,1,669.735,0,638.8399793163115
19,0,33,0,355,0,2,2,1,2,17.64,1,38.26112627332224
17,0,36,6,9835,0,27,4,1,1,247.95,0,262.68624714493103
9,1,36,0,5218,5,9,2,1,1,261.27,1,241.1631218117716
0,0,34,0,2240,0,4,3,1,1,90.08,0,87.44315531613266
5,0,35,0,2390,0,1,3,1,2,96.84,1,87.65583694921405
5,0,36,0,1668,13,16,3,1,2,120.08,1,100.1188090323786
0,0,36,0,1068,0,3,3,1,1,43.32,0,65.25374401071926
0,0,33,0,6185,0,7,4,1,1,156.8,0,157.49292032584827
21,0,31,1,15475,0,65,2,1,1,706.635,0,813.9048365471741
2,0,34,1,6365,250,18,2,2,1,1416.195,0,1722.8778134359982
0,0,36,0,3118,0,13,2,1,1,143.55,0,129.4316190861252
0,0,35,0,1065,17,5,3,1,2,111.96,0,84.10892338303016
2,0,36,0,2180,154,8,2,1,1,793.035,0,554.5137906384173
0,0,27,0,715,172,1,2,2,1,807.345,0,629.6006462504835
0,0,26,0,968,9,53,4,1,1,47.425,0,62.42938192360459
7,0,27,0,100,0,3,2,1,2,5.175,0,27.125547496168775
6,0,25,0,625,0,2,2,1,1,29.115,0,67.89918977238841
0,0,25,0,2625,0,8,3,1,1,107.04,0,100.32173329602634
0,0,18,0,1095,7,6,2,1,1,81.495,0,78.44910526832712
12,0,17,0,5793,64,27,1,2,1,677.82,0,685.8045350317401
8,0,15,0,8333,52,25,4,1,1,342.35,0,353.63184030161136
4,0,16,1,2253,10,4,3,1,1,131.52,0,106.79767612724595
0,0,9,0,3790,194,23,3,1,1,928.8,0,931.2035351183338
0,1,9,0,888,0,3,3,1,1,35.88,1,52.5621092936098
8,0,39,1,4485,37,21,3,1,1,330.48,0,283.53020910991336
0,0,40,0,433,39,8,3,1,2,173.76,0,143.99771520498632
10,0,38,1,2568,391,28,3,1,1,1669.36,0,1825.8204387833223
10,0,39,1,4313,33,39,1,1,1,422.675,0,413.385262006299
3,0,39,1,2508,34,37,2,1,1,268.74,0,243.5228915708864
11,0,39,2,3890,64,32,3,1,1,415.12,0,394.7973948098747
4,0,39,1,2475,317,22,4,1,1,855.5,0,1032.8080159597855
13,0,38,3,9230,176,47,3,1,1,1078.28,0,1229.2196260630656
7,0,39,1,13888,32,48,3,1,1,690.52,0,666.2198736756934
7,0,39,2,4630,34,29,3,1,1,324.76,0,305.8777960064547
6,0,39,1,6033,39,16,3,1,1,401.36,0,341.4934107830566
9,1,39,0,2353,40,21,3,1,2,256.52,0,318.4829550063121
25,0,39,4,15255,86,36,3,1,1,963.44,0,850.0811075951608
4,0,39,2,3210,515,12,4,1,1,1368.575,0,1451.9587317679545
9,0,38,1,15600,182,34,2,1,1,1529.46,0,1310.2530430032891
3,0,38,2,6615,218,30,3,1,1,1140.28,0,1370.6212623464112
0,0,38,0,990,32,15,2,1,2,189.45,0,139.21627757956975
2,0,39,0,825,45,12,3,1,2,213.8,0,219.1624272348856
0,0,38,0,115,32,4,2,1,2,149.445,1,86.15985374097681
3,0,38,1,7623,416,47,3,1,1,1974.24,0,1550.0126821863207
7,0,38,2,11580,43,51,4,1,1,401.0,0,414.1424186053262
8,0,38,2,6833,140,41,2,1,1,941.13,0,1087.930414579014
23,1,34,0,1070,48,21,3,1,2,236.92,1,236.2011204573518
21,0,37,9,10550,33,46,5,1,1,209.235,0,230.8613439502268
13,0,37,2,5933,58,28,3,1,1,473.48,0,474.17870014276735
1,0,35,1,2955,32,18,3,1,1,247.32,0,185.1296544677593
9,1,36,0,3105,41,20,3,1,2,290.08,1,461.626280184186
9,0,37,0,2383,66,35,4,1,2,225.825,1,400.2974931973959
0,0,37,0,248,32,6,3,1,2,138.24,1,100.70187602786947
1,0,37,1,1783,32,10,4,1,1,125.35,0,90.76522208411046
3,0,34,2,6900,46,26,5,1,1,174.045,0,180.8351417378243
0,0,37,0,743,41,8,4,1,2,121.4,1,110.99573963775076
0,0,37,2,453,36,6,5,1,1,60.945,0,35.23279022553598
25,0,32,4,16190,32,84,2,2,1,883.53,0,679.9084378141441
6,0,35,4,7080,303,37,3,2,1,1500.08,0,1471.8353050738153
2,0,37,1,3833,34,32,3,1,1,292.84,0,263.45334963329736
3,0,36,0,1780,70,24,4,1,2,220.75,0,438.5855478702943
6,0,37,1,2895,207,27,2,1,1,1064.43,0,1077.5231726740094
4,0,28,2,1430,225,15,3,2,1,958.88,0,962.1955670189091
4,0,27,1,1683,62,72,5,1,1,118.92,0,121.20238711991263
11,0,28,0,815,42,11,3,1,2,201.84,0,203.0938887294746
0,0,27,0,940,53,7,4,1,2,156.4,0,192.47089159901748
10,0,26,1,1340,51,17,2,1,1,291.51,0,194.85926949352788
2,0,26,1,3340,40,27,3,1,1,296.28,0,245.1616597155795
2,0,19,1,1810,60,18,3,1,1,313.68,0,210.75373574951993
16,0,18,2,6508,117,46,2,2,1,825.975,0,938.2713178268785
12,0,16,1,9048,105,44,5,1,1,295.875,0,343.37522403087206
8,0,17,4,2968,63,23,3,2,1,372.76,0,394.0542425892613
2,0,10,2,4505,247,14,3,1,1,1170.04,0,1312.3504694007584
3,0,10,2,1603,32,11,3,1,1,193.12,1,131.8409194193523
8,0,37,0,4255,0,13,2,1,1,194.4,0,193.5045490155245
10,0,36,0,2338,327,20,2,1,1,1579.14,0,1694.5885823090475
10,0,37,0,4083,0,31,1,1,1,227.865,0,232.21712713662055
3,0,37,0,2278,0,29,1,1,1,128.15,0,127.74504445534137
11,0,37,0,3660,0,24,2,1,1,168.12,0,197.72422894457512
4,0,37,0,2245,253,14,3,1,1,1103.12,0,1094.8864973657887
13,0,36,1,9000,112,39,3,1,1,812.6,0,855.283714502352
7,0,37,0,13658,0,40,3,1,1,552.84,0,550.1764214543963
7,0,37,0,4400,0,21,3,1,1,179.08,0,179.9929515990572
6,0,37,0,5803,0,8,2,1,1,265.14,0,243.34487983084023
9,0,37,0,2123,0,13,3,1,2,86.84,0,78.61053578821392
25,0,37,2,15025,22,28,3,1,1,697.76,0,790.8568663657942
4,0,37,0,2980,451,4,3,1,1,1924.04,0,1962.5187467421083
9,0,36,0,15370,118,26,2,1,1,1230.57,0,1387.6167402239826
3,0,36,0,6385,154,22,3,1,1,874.6,0,878.2009017755794
0,0,36,0,760,0,7,2,1,2,34.56,0,35.13147150153
2,0,37,0,595,0,4,2,1,2,27.135,0,32.69374255434897
3,0,36,0,7393,352,39,2,1,1,1922.13,0,2048.5504984205418
7,0,36,0,11350,0,43,3,1,1,459.92,0,477.5816079863702
8,0,36,0,6603,76,33,2,1,1,642.24,0,680.0210962299087
23,0,32,0,840,0,13,2,1,2,39.645,1,49.7530086364798
21,0,35,7,10320,0,38,4,2,1,260.175,0,287.0290293765948
13,1,35,0,5703,0,20,2,1,1,260.775,1,274.072341595569
1,0,33,0,2725,0,10,3,1,1,109.64,0,106.77811956190003
9,1,34,0,2875,0,12,2,1,2,130.95,1,134.3067995341473
9,0,35,0,2153,2,27,3,1,2,95.64,1,82.31780799970875
1,0,35,0,1553,0,2,3,1,1,62.88,0,73.8653415064616
3,0,32,0,6670,0,18,4,1,1,169.025,0,174.53740231894506
0,0,35,0,513,0,3,4,1,2,12.85,1,20.885969657837542
25,0,30,2,15960,0,76,2,1,1,728.64,0,771.7704611570775
6,0,33,2,6850,239,29,2,2,1,1388.7,0,1575.2746458525094
2,0,35,0,3603,0,24,2,1,1,165.555,0,171.94960305383339
3,0,34,0,1550,6,16,3,1,2,87.52,0,72.26125241972309
6,0,35,0,2665,143,19,2,1,1,765.54,0,617.093305983316
4,0,26,0,1200,161,7,2,2,1,779.85,0,645.3290165797177
4,0,25,0,1453,0,64,4,1,1,37.15,0,60.03932645640116
11,0,26,0,585,0,3,2,1,2,27.18,0,37.48463435331731
0,0,25,0,710,0,1,4,1,2,17.85,0,23.54802396681868
10,0,24,0,1110,0,9,2,1,1,51.12,0,92.51404601808058
2,0,24,0,3110,0,19,3,1,1,126.6,0,129.95895928869086
2,0,17,0,1580,0,10,2,1,1,72.0,0,89.33078706675128
16,0,16,0,6278,53,38,1,2,1,644.215,0,593.3549148658665
12,0,14,0,8818,41,36,4,1,1,327.075,0,310.31838636926227
8,0,15,2,2738,0,15,3,1,1,111.08,0,128.44524760109073
2,0,8,0,4275,183,6,3,1,1,904.36,0,822.405419537572
3,1,8,0,1373,0,3,2,1,1,62.37,1,78.62970501573798
10,0,38,0,4560,14,20,3,1,1,241.28,0,221.8633992858759
2,0,39,0,508,16,7,2,1,2,95.13,0,59.07925368548727
12,0,37,0,2643,368,27,3,1,1,1580.16,0,1515.4904051719839
12,0,38,0,4388,10,38,1,1,1,300.025,0,302.8284144750561
5,0,38,0,2583,11,36,1,1,1,205.81,0,179.66552573654292
13,0,38,1,3965,41,31,3,1,1,325.92,0,305.4143486765781
6,0,38,0,2550,294,21,3,1,1,1279.6,0,1369.5933318664593
15,0,37,2,9305,153,46,3,1,1,989.08,0,1070.3612398999428
9,0,38,0,13963,9,47,3,1,1,601.32,0,574.8372924336159
9,0,38,1,4705,11,28,3,1,1,235.56,0,239.68609631102464
8,0,38,0,6108,16,15,3,1,1,312.16,0,279.67150418814094
11,1,38,0,2428,17,20,3,1,2,167.32,0,151.7990829292391
27,0,38,3,15330,63,35,3,1,1,874.24,0,855.2625243050329
6,0,38,1,3285,492,11,3,1,1,2100.52,0,1917.6444868757644
11,0,37,0,15675,159,33,2,1,1,1429.11,0,1386.8492254459568
5,0,37,1,6690,195,29,3,1,1,1051.08,0,1181.725114081085
2,0,37,0,1065,9,14,2,1,2,89.1,0,61.371532632914864
4,0,38,0,900,22,11,3,1,2,124.6,0,97.35795160671542
2,0,37,0,190,9,3,2,1,2,49.095,1,37.52699762954618
5,0,37,0,7698,393,46,2,1,1,2120.67,0,1808.7614080778421
9,0,37,1,11655,20,50,4,1,1,345.25,0,341.0895180146895
10,0,37,1,6908,117,40,2,1,1,840.78,0,962.4063213811138
25,1,33,0,1145,25,20,2,1,2,166.185,1,148.15864870492632
23,0,36,8,10625,10,45,5,1,1,175.785,0,196.38039424326925
15,0,36,1,6008,35,27,2,1,1,432.315,1,454.2051439170634
3,0,34,0,3030,9,17,3,1,1,158.12,0,141.5246604480274
11,1,35,0,3180,18,19,3,1,2,200.88,1,222.4913740557
11,1,36,0,2458,43,34,3,1,2,272.12,1,316.67200819985254
2,0,36,0,323,9,5,3,1,2,49.04,1,43.72313477841829
3,0,36,0,1858,9,9,3,1,1,111.36,0,101.07054467691438
5,0,33,1,6975,23,25,5,1,1,140.595,0,129.10609869727773
2,0,36,0,818,18,7,4,1,2,65.65,1,48.593488886821376
2,0,36,1,528,13,5,5,1,1,27.495,0,23.250277575458952
27,0,31,3,16265,9,83,2,1,1,783.18,0,765.0493005278851
8,0,34,3,7155,280,36,2,2,1,1587.24,0,1559.6706930078526
4,0,36,0,3908,11,31,2,1,1,229.095,0,230.79266177567092
5,0,35,0,1855,47,23,3,1,2,264.0,0,371.2657648260241
8,0,36,0,2970,184,26,2,1,1,964.08,0,920.0987097840055
6,1,27,1,1505,202,14,2,2,1,978.39,1,955.1268515528352
6,0,26,0,1758,39,71,4,1,1,142.45,0,94.93133914111213
13,0,27,0,890,19,10,2,1,2,126.72,0,91.91988088514395
2,0,26,0,1015,30,6,4,1,2,100.65,0,85.39782414742074
12,0,25,0,1415,28,16,2,1,1,191.16,0,158.07978988406077
4,0,25,0,3415,17,26,3,1,1,207.08,0,184.30228963609045
4,0,18,0,1885,37,17,2,1,1,252.54,0,175.1101124051019
18,0,17,1,6582,94,45,2,2,1,725.58,0,807.9963065777636
14,0,15,0,9122,82,43,4,1,1,437.35,0,375.06144855492505
10,0,16,3,3042,40,22,3,1,1,283.52,0,244.52636430134993
4,0,9,1,4580,224,13,3,1,1,1080.84,0,1151.1728687125526
5,0,9,1,1677,9,10,3,1,1,103.88,1,102.67110706770634
6,0,38,0,4180,0,14,3,1,1,170.0,0,161.65631738927698
0,0,39,0,128,0,1,2,1,2,5.94,0,24.314871493490337
8,0,37,0,2263,350,21,3,1,1,1492.88,0,1581.3048521842518
8,0,38,0,4008,0,32,1,1,1,224.015,0,228.6443520108074
1,0,38,0,2203,0,30,1,1,1,124.3,0,126.18707724833988
9,0,38,1,3585,23,25,3,1,1,238.64,0,220.51625946605245
2,0,38,0,2170,276,15,3,1,1,1192.32,0,1257.38112714003
11,0,37,2,8925,135,40,3,1,1,901.8,0,1004.2414503819614
5,0,38,0,13583,0,41,3,1,1,550.04,0,544.4090371314494
5,0,38,1,4325,0,22,3,1,1,176.28,0,179.5996907558814
4,0,38,0,5728,0,9,3,1,1,232.88,0,201.15012552620342
7,0,38,0,2048,0,14,3,1,2,84.04,0,74.67696496016671
23,0,38,3,14950,45,29,3,1,1,786.96,0,803.6679117447131
2,0,38,1,2905,474,5,3,1,1,2013.24,0,2134.529879286104
7,0,37,0,15295,141,27,2,1,1,1330.92,0,1426.8542520344072
1,0,37,1,6310,177,23,3,1,1,963.8,0,1041.4242304749273
0,0,37,0,685,0,8,2,1,2,31.41,0,33.971711974125355
0,0,38,0,520,4,5,3,1,2,37.32,0,38.92877709986262
1,0,37,0,7318,375,40,2,1,1,2022.48,0,2122.430060310546
5,0,37,1,11275,2,44,4,1,1,290.7,0,312.5367485645379
6,0,37,1,6528,99,34,2,1,1,742.59,0,785.9682020593434
21,0,33,0,765,7,14,2,1,2,67.995,1,60.16016546054321
19,0,36,8,10245,0,39,5,2,1,155.055,0,156.03923665071812
11,0,36,1,5628,17,21,2,1,1,334.125,1,324.9288233527883
0,0,34,0,2650,0,11,3,1,1,106.84,0,104.69744759558516
7,1,35,0,2800,0,13,3,1,2,113.6,1,104.55665627603219
7,0,36,0,2078,25,28,3,1,2,184.84,1,183.24834864985814
0,0,36,0,1478,0,3,3,1,1,60.08,0,72.1190022563411
1,0,33,1,6595,5,19,5,1,1,107.865,0,94.4191694159374
0,0,36,0,438,0,1,4,1,2,11.1,1,20.304403435952587
23,0,31,3,15885,0,77,2,1,1,725.49,0,779.0500673626852
4,0,34,3,6775,262,30,2,2,1,1489.05,0,1616.5473920009276
0,0,36,0,3528,0,25,2,1,1,162.405,0,166.9742784785215
1,0,35,0,1475,29,17,3,1,2,176.72,0,163.65940141057428
4,0,36,0,2590,166,20,2,1,1,865.89,0,735.8739931087961
2,0,27,1,1125,184,8,2,2,1,880.2,0,743.2159758847044
2,0,26,0,1378,21,65,4,1,1,87.9,0,78.65923426436603
9,0,27,0,510,1,4,2,1,2,28.53,0,36.28014331935331
0,0,26,0,635,12,1,4,1,2,46.1,0,36.400080114377126
8,0,25,0,1035,10,10,2,1,1,92.97,0,100.46918628484936
0,0,25,0,3035,0,20,3,1,1,123.8,0,126.56055736166367
0,0,18,0,1505,19,11,2,1,1,154.35,0,110.50964059100924
14,0,17,1,6202,76,39,2,2,1,627.39,0,746.1168292255002
10,0,15,0,8742,64,37,4,1,1,382.8,0,360.2432923697626
6,0,16,3,2662,22,16,3,1,1,196.24,0,158.53875836705933
0,0,9,1,4200,206,7,3,1,1,993.56,0,958.5833269180114
1,0,9,1,1297,0,4,3,1,1,52.6,1,70.58862703817357
6,0,33,0,4370,0,16,2,1,1,199.575,0,196.47533676604604
0,0,34,0,318,0,3,2,1,2,14.49,0,27.24242512014515
8,0,32,0,2453,351,23,2,1,1,1692.315,0,1868.3965984747788
8,0,33,0,4198,0,34,1,1,1,234.19,0,245.38701097683898
1,0,33,0,2393,0,32,1,1,1,134.475,0,137.48972894252023
9,0,33,0,3775,24,27,2,1,1,281.295,0,263.1053290768092
2,0,33,0,2360,277,17,3,1,1,1203.72,0,1292.258873098609
11,0,32,1,9115,136,42,3,1,1,913.2,0,964.1358835501533
5,0,33,0,13773,0,43,3,1,1,557.44,0,547.7325834107768
5,0,33,0,4515,0,24,3,1,1,183.68,0,184.08641329200722
4,0,33,0,5918,0,11,2,1,1,270.315,0,245.21313632463392
7,1,33,0,2238,0,16,3,1,2,91.44,0,78.3399401682471
23,0,33,2,15140,46,31,3,1,1,798.36,0,820.7573698678378
2,0,33,0,3095,475,7,3,1,1,2024.64,0,2008.211412725756
7,0,32,0,15485,142,29,2,1,1,1343.745,0,1409.2682708283326
1,0,32,0,6500,178,25,3,1,1,975.2,0,1034.896795642589
0,0,32,0,875,0,10,2,1,2,39.735,0,37.8621020249322
0,0,33,0,710,5,7,2,1,2,54.81,0,41.66515270596106
1,0,32,0,7508,376,42,2,1,1,2035.305,0,2095.5852907913
5,0,32,0,11465,3,46,3,1,1,476.52,0,491.72944175184585
6,0,32,0,6718,100,36,2,1,1,755.415,0,828.168093041893
21,1,28,0,955,8,16,2,1,2,80.82,1,76.1575784076704
19,0,31,7,10435,0,41,4,1,1,263.05,0,275.7326858532866
11,0,31,0,5818,18,23,2,1,1,346.95,1,358.1096388430395
0,0,29,0,2840,0,13,3,1,1,114.24,0,111.7667677168389
7,1,30,0,2990,1,15,2,1,2,140.625,1,140.77143293055227
7,1,31,0,2268,26,30,3,1,2,196.24,1,174.57918776945428
0,0,31,0,1668,0,5,3,1,1,67.48,0,77.54492089533319
1,0,28,0,6785,6,21,4,1,1,186.9,0,186.6603790534696
0,0,31,0,628,1,3,4,1,2,18.225,1,23.14291279424083
0,0,31,0,338,0,1,4,1,1,8.575,0,37.29642757282886
23,0,26,2,16075,0,79,2,1,1,733.815,0,762.6142452228331
4,0,29,2,6965,263,32,2,2,1,1501.875,0,1662.7226428542724
0,0,31,0,3718,0,27,2,1,1,170.73,0,178.37013010530416
1,0,30,0,1665,30,19,3,1,2,188.12,0,185.31091528017362
4,0,31,0,2780,167,22,2,1,1,878.715,0,773.3804511586802
2,0,22,0,1315,185,10,2,2,1,893.025,0,783.2201122656196
2,0,21,0,1568,22,67,4,1,1,95.025,0,82.82850624266894
9,0,22,0,700,2,6,2,1,2,41.355,0,41.72204232376379
0,0,21,0,825,13,2,4,1,2,53.225,0,41.53820431959633
8,0,20,0,1225,11,12,2,1,1,105.795,0,109.31867340607131
0,0,20,0,3225,0,22,3,1,1,131.2,0,134.59688942494765
0,0,13,0,1695,20,13,2,1,1,167.175,0,120.70905384712577
14,0,12,0,6392,77,41,1,2,1,782.485,0,779.2999558155507
10,0,10,0,8932,65,39,4,1,1,389.925,0,362.5313277329733
6,0,11,2,2852,23,18,3,1,1,207.64,0,174.93747900531372
0,0,4,0,4390,207,9,3,1,1,1004.96,0,987.0408932591487
1,0,4,0,1487,0,6,2,1,1,67.5,1,80.43163232284654
10,0,43,1,4370,13,18,3,1,1,229.88,0,216.1371675715743
2,0,44,0,318,15,5,3,1,2,73.16,0,55.05315615556133
12,0,42,1,2453,367,25,3,1,1,1568.76,0,1707.1492590030903
12,0,43,1,4198,9,36,1,1,1,284.35,0,274.9638200830264
5,0,43,1,2393,10,34,2,1,1,155.565,0,175.167791363128
13,0,43,2,3775,40,29,3,1,1,314.52,0,304.2777662305547
6,0,43,1,2360,293,19,4,1,1,792.625,0,910.4914156091791
15,0,42,3,9115,152,44,3,1,1,977.68,0,1115.740247806149
9,0,43,1,13773,8,45,3,1,1,589.92,0,590.2978448328412
9,0,43,2,4515,10,26,3,1,1,224.16,0,230.8899969692956
8,0,43,1,5918,15,13,3,1,1,300.76,0,266.0253474397657
11,1,43,0,2238,16,18,3,1,2,155.92,0,137.41304249537836
27,0,43,4,15140,62,33,3,1,1,862.84,0,838.1011673946912
6,0,43,2,3095,491,9,4,1,1,1305.7,0,1468.037700861504
11,0,42,1,15485,158,31,2,1,1,1416.285,0,1327.5252053153506
5,0,42,2,6500,194,27,3,1,1,1039.68,0,1190.0942824734495
2,0,42,0,875,8,12,2,1,2,76.275,0,53.31527952537913
4,0,43,0,710,21,9,3,1,2,113.2,0,85.57191075999215
0,0,42,0,0,8,0,2,1,2,36.0,1,31.118086716781903
5,0,42,1,7508,392,44,3,1,1,1873.64,0,1562.0481518706247
9,0,42,2,11465,19,48,4,1,1,338.125,0,357.02527713209116
10,0,42,2,6718,116,38,2,1,1,827.955,0,914.0786182121885
25,1,38,0,955,24,18,3,1,2,136.32,1,105.1774383994946
23,0,41,9,10435,9,43,5,2,1,171.51,0,166.44804210528923
15,0,41,2,5818,34,25,3,1,1,372.88,0,379.927288688597
